u,v,w,p,q,r,phi,theta,psi,roll_ctrl,pitch_ctrl,yaw_ctrl,throttle_ctrl,E,N,U,u_dot,v_dot,w_dot,p_dot,q_dot,r_dot,phi_dot,theta_dot,psi_dot,delta_a,delta_e,delta_r,delta_T,timestamp
58.7255,-0.00133111,0.237476,0.000459608,0.0157449,0.000464003,0.00491586,0.0158647,1.70237,-0.00589903,-0.1706,0,0.5348,362226,4.43606e+06,2438.85,-0.295391,-0.0356617,-0.918351,-0.00156796,0.00175759,-0.00289459,0.000468198,0.0157424,0.000541465,0.0440321,0.913381,0.143053,0.7674,1620826363755949472
58.7255,-0.00133111,0.237476,0.000459608,0.0157449,0.000464003,0.00491586,0.0158647,1.70237,-0.00589903,-0.1706,0,0.5348,362226,4.43606e+06,2438.85,-0.295391,-0.0356617,-0.918351,-0.00156796,0.00175759,-0.00289459,0.000468198,0.0157424,0.000541465,0.0440321,0.913381,0.143053,0.7674,1620826363765965112
58.7108,-0.00275005,0.238094,0.000383915,0.015816,0.000332219,0.00493523,0.0166153,1.7024,-0.00589903,-0.1706,0,0.5348,362228,4.43606e+06,2438.9,-0.300262,-0.0355176,-0.915778,-0.00139269,0.00133908,-0.00273877,0.000390732,0.0158142,0.000410327,0.044018,0.91372,0.143253,0.7674,1620826363775972608
58.7108,-0.00275005,0.238094,0.000383915,0.015816,0.000332219,0.00493523,0.0166153,1.7024,-0.00592227,-0.1706,0,0.5348,362228,4.43606e+06,2438.9,-0.300262,-0.0355176,-0.915778,-0.00142815,0.00101145,-0.00272454,0.000390732,0.0158142,0.000410327,0.0438321,0.91396,0.143398,0.7674,1620826363785961905
58.7064,-0.00311645,0.238337,0.000364063,0.0158294,0.000294492,0.00494045,0.0168353,1.7024,-0.00592227,-0.1706,0,0.5348,362229,4.43606e+06,2438.92,-0.305364,-0.0357636,-0.913342,-0.00142783,0.000917308,-0.00270302,0.000370338,0.0158277,0.000372745,0.0438463,0.914023,0.14344,0.7674,1620826363795951917
58.7009,-0.003516,0.238668,0.000339124,0.0158426,0.000248923,0.00494647,0.0171072,1.70241,-0.00592854,-0.1706,0,0.5348,362230,4.43606e+06,2438.94,-0.307757,-0.0357999,-0.912304,-0.00141207,0.000715455,-0.00263833,0.000344724,0.0158412,0.000327333,0.0438159,0.914159,0.143532,0.7674,1620826363805955505
58.6971,-0.00376387,0.23891,0.000322591,0.0158492,0.000218539,0.00495035,0.0172922,1.70241,-0.00593577,-0.1706,0,0.5348,362231,4.43606e+06,2438.95,-0.31003,-0.0358911,-0.911345,-0.00139695,0.00052969,-0.00259165,0.000327727,0.015848,0.000297039,0.0437727,0.914278,0.143616,0.7674,1620826363815962396
58.6971,-0.00376387,0.23891,0.000322591,0.0158492,0.000218539,0.00495035,0.0172922,1.70241,-0.00594042,-0.1706,0,0.5348,362231,4.43606e+06,2438.95,-0.31003,-0.0358911,-0.911345,-0.00139695,0.00052969,-0.00259165,0.000327727,0.015848,0.000297039,0.0437727,0.914278,0.143616,0.7674,1620826363825966434
58.6934,-0.00398713,0.23916,0.000306398,0.0158541,0.000189147,0.00495397,0.0174746,1.70241,-0.00594042,-0.1706,0,0.5348,362232,4.43606e+06,2438.96,-0.311813,-0.0359501,-0.910622,-0.00138499,0.000383951,-0.00254346,0.000311076,0.0158529,0.000267725,0.0437494,0.914367,0.143683,0.7674,1620826363835907017
58.688,-0.00426462,0.239538,0.000283015,0.0158584,0.000147708,0.00495885,0.0177384,1.70242,-0.00594477,-0.1706,0,0.5348,362233,4.43606e+06,2438.98,-0.313927,-0.036001,-0.909807,-0.00136753,0.000212595,-0.00247328,0.000287031,0.0158575,0.000226381,0.0437343,0.914469,0.143762,0.7674,1620826363845955715
